,org_type,org_code,year,subgroup,population,in_seat_attendance,state_in_seat_attendance,average_daily_attendance,state_average_daily_attendance,School Name
5,school,0214,2016,bl7,,0.929,0.931,,,KIPP DC Spring Academy PCS
6,school,0214,2016,all,,0.928,0.94,,,KIPP DC Spring Academy PCS
1,school,0236,2016,sped,,0.902,0.914,,,KIPP DC Arts and Technology Academy PCS
2,school,0236,2016,male,,0.921,0.921,,,KIPP DC Arts and Technology Academy PCS
3,school,0236,2016,female,,0.907,0.923,,,KIPP DC Arts and Technology Academy PCS
4,school,0236,2016,economy,,0.914,0.915,,,KIPP DC Arts and Technology Academy PCS
5,school,0236,2016,bl7,,0.914,0.911,,,KIPP DC Arts and Technology Academy PCS
6,school,0236,2016,all,,0.914,0.922,,,KIPP DC Arts and Technology Academy PCS
1,school,0237,2016,sped,,0.912,0.93,,,KIPP DC Quest Academy PCS
2,school,0237,2016,male,,0.914,0.942,,,KIPP DC Quest Academy PCS
3,school,0237,2016,female,,0.929,0.944,,,KIPP DC Quest Academy PCS
4,school,0237,2016,economy,,0.922,0.937,,,KIPP DC Quest Academy PCS
5,school,0237,2016,bl7,,0.922,0.934,,,KIPP DC Quest Academy PCS
6,school,0237,2016,all,,0.922,0.943,,,KIPP DC Quest Academy PCS
1,school,0242,2016,sped,,0.924,0.922,,,KIPP DC Northeast Academy PCS
2,school,0242,2016,male,,0.925,0.936,,,KIPP DC Northeast Academy PCS
3,school,0242,2016,female,,0.941,0.941,,,KIPP DC Northeast Academy PCS
4,school,0242,2016,economy,,0.934,0.933,,,KIPP DC Northeast Academy PCS
5,school,0242,2016,bl7,,0.933,0.932,,,KIPP DC Northeast Academy PCS
6,school,0242,2016,all,,0.933,0.939,,,KIPP DC Northeast Academy PCS
1,school,0243,2016,sped,,0.901,0.925,,,KIPP DC Valor Academy PCS
2,school,0243,2016,male,,0.918,0.94,,,KIPP DC Valor Academy PCS
3,school,0243,2016,female,,0.937,0.944,,,KIPP DC Valor Academy PCS
4,school,0243,2016,economy,,0.929,0.936,,,KIPP DC Valor Academy PCS
5,school,0243,2016,bl7,,0.928,0.935,,,KIPP DC Valor Academy PCS
6,school,0243,2016,all,,0.928,0.942,,,KIPP DC Valor Academy PCS
1,school,3071,2016,sped,,0.927,0.93,,,KIPP DC Heights Academy PCS
2,school,3071,2016,male,,0.93,0.942,,,KIPP DC Heights Academy PCS
3,school,3071,2016,female,,0.935,0.944,,,KIPP DC Heights Academy PCS
4,school,3071,2016,economy,,0.933,0.937,,,KIPP DC Heights Academy PCS
5,school,3071,2016,bl7,,0.933,0.934,,,KIPP DC Heights Academy PCS
6,school,3071,2016,all,,0.933,0.943,,,KIPP DC Heights Academy PCS
1,school,0193,2016,wh7,,0.941,0.961,,,Latin American Montessori Bilingual PCS
2,school,0193,2016,sped,,0.926,0.926,,,Latin American Montessori Bilingual PCS
3,school,0193,2016,mu7,,0.942,0.953,,,Latin American Montessori Bilingual PCS
4,school,0193,2016,male,,0.935,0.934,,,Latin American Montessori Bilingual PCS
5,school,0193,2016,lep,,0.925,0.949,,,Latin American Montessori Bilingual PCS
6,school,0193,2016,hi7,,0.93,0.948,,,Latin American Montessori Bilingual PCS
7,school,0193,2016,female,,0.936,0.936,,,Latin American Montessori Bilingual PCS
8,school,0193,2016,economy,,0.926,0.929,,,Latin American Montessori Bilingual PCS
9,school,0193,2016,bl7,,0.94,0.926,,,Latin American Montessori Bilingual PCS
10,school,0193,2016,all,,0.936,0.935,,,Latin American Montessori Bilingual PCS
1,school,0128,2016,sped,,0.655,0.577,,,Youthbuild PCS
2,school,0128,2016,male,,0.718,0.707,,,Youthbuild PCS
3,school,0128,2016,lep,,0.77,0.744,,,Youthbuild PCS
4,school,0128,2016,hi7,,0.716,0.724,,,Youthbuild PCS
5,school,0128,2016,female,,0.655,0.705,,,Youthbuild PCS
6,school,0128,2016,bl7,,0.68,0.669,,,Youthbuild PCS
7,school,0128,2016,all,,0.691,0.706,,,Youthbuild PCS
1,school,0135,2016,wh7,,0.945,0.96,,,Mary McLeod Bethune Day Academy PCS
2,school,0135,2016,sped,,0.905,0.921,,,Mary McLeod Bethune Day Academy PCS
3,school,0135,2016,male,,0.91,0.933,,,Mary McLeod Bethune Day Academy PCS
4,school,0135,2016,lep,,0.926,0.948,,,Mary McLeod Bethune Day Academy PCS
5,school,0135,2016,hi7,,0.924,0.947,,,Mary McLeod Bethune Day Academy PCS
6,school,0135,2016,female,,0.921,0.935,,,Mary McLeod Bethune Day Academy PCS
7,school,0135,2016,economy,,0.915,0.928,,,Mary McLeod Bethune Day Academy PCS
8,school,0135,2016,bl7,,0.914,0.925,,,Mary McLeod Bethune Day Academy PCS
9,school,0135,2016,all,,0.916,0.934,,,Mary McLeod Bethune Day Academy PCS
1,school,0101,2016,all,,0.696,0.607,,,Maya Angelou PCS - High School
2,school,0101,2016,bl7,,0.696,0.609,,,Maya Angelou PCS - High School
3,school,0101,2016,economy,,0.696,0.606,,,Maya Angelou PCS - High School
4,school,0101,2016,female,,0.705,0.626,,,Maya Angelou PCS - High School
5,school,0101,2016,male,,0.687,0.587,,,Maya Angelou PCS - High School
6,school,0101,2016,sped,,0.662,0.59,,,Maya Angelou PCS - High School
1,school,0137,2016,sped,,0.647,0.577,,,Maya Angelou PCS Young Adult Learning Center
2,school,0137,2016,male,,0.67,0.707,,,Maya Angelou PCS Young Adult Learning Center
3,school,0137,2016,female,,0.627,0.705,,,Maya Angelou PCS Young Adult Learning Center
4,school,0137,2016,bl7,,0.655,0.669,,,Maya Angelou PCS Young Adult Learning Center
5,school,0137,2016,all,,0.653,0.706,,,Maya Angelou PCS Young Adult Learning Center
1,school,0165,2016,wh7,,0.956,0.96,,,Meridian PCS
2,school,0165,2016,sped,,0.917,0.921,,,Meridian PCS
3,school,0165,2016,male,,0.91,0.933,,,Meridian PCS
4,school,0165,2016,lep,,0.939,0.948,,,Meridian PCS
5,school,0165,2016,hi7,,0.929,0.947,,,Meridian PCS
6,school,0165,2016,female,,0.909,0.935,,,Meridian PCS
7,school,0165,2016,economy,,0.909,0.928,,,Meridian PCS
8,school,0165,2016,bl7,,0.895,0.925,,,Meridian PCS
9,school,0165,2016,as7,,0.961,0.962,,,Meridian PCS
10,school,0165,2016,all,,0.909,0.934,,,Meridian PCS
1,school,0170,2016,sped,,0.899,0.908,,,Paul PCS Middle School
2,school,0170,2016,male,,0.917,0.928,,,Paul PCS Middle School
3,school,0170,2016,lep,,0.93,0.939,,,Paul PCS Middle School
4,school,0170,2016,hi7,,0.933,0.942,,,Paul PCS Middle School
5,school,0170,2016,female,,0.923,0.931,,,Paul PCS Middle School
6,school,0170,2016,economy,,0.914,0.923,,,Paul PCS Middle School
7,school,0170,2016,bl7,,0.917,0.922,,,Paul PCS Middle School
8,school,0170,2016,all,,0.92,0.929,,,Paul PCS Middle School
1,school,0222,2016,sped,,0.898,0.767,,,Paul PCS International High School
2,school,0222,2016,male,,0.919,0.826,,,Paul PCS International High School
3,school,0222,2016,lep,,0.925,0.814,,,Paul PCS International High School
4,school,0222,2016,hi7,,0.917,0.831,,,Paul PCS International High School
5,school,0222,2016,female,,0.903,0.837,,,Paul PCS International High School
6,school,0222,2016,economy,,0.901,0.819,,,Paul PCS International High School
7,school,0222,2016,bl7,,0.908,0.823,,,Paul PCS International High School
8,school,0222,2016,all,,0.911,0.832,,,Paul PCS International High School
1,school,0173,2016,male,,0.917,0.934,,,Roots PCS
2,school,0173,2016,female,,0.939,0.936,,,Roots PCS
3,school,0173,2016,economy,,0.925,0.929,,,Roots PCS
4,school,0173,2016,bl7,,0.928,0.926,,,Roots PCS
5,school,0173,2016,all,,0.928,0.935,,,Roots PCS
1,school,0174,2016,sped,,0.938,0.832,,,SEED PCS of Washington DC
2,school,0174,2016,male,,0.952,0.872,,,SEED PCS of Washington DC
3,school,0174,2016,female,,0.956,0.879,,,SEED PCS of Washington DC
4,school,0174,2016,economy,,0.953,0.863,,,SEED PCS of Washington DC
5,school,0174,2016,bl7,,0.954,0.867,,,SEED PCS of Washington DC
6,school,0174,2016,all,,0.954,0.875,,,SEED PCS of Washington DC
1,school,1047,2016,all,,0.87,0.879,,,St. Coletta Special Education PCS
2,school,1047,2016,bl7,,0.873,0.882,,,St. Coletta Special Education PCS
3,school,1047,2016,economy,,0.864,0.877,,,St. Coletta Special Education PCS
4,school,1047,2016,female,,0.864,0.87,,,St. Coletta Special Education PCS
5,school,1047,2016,hi7,,0.834,0.853,,,St. Coletta Special Education PCS
6,school,1047,2016,lep,,0.846,0.863,,,St. Coletta Special Education PCS
7,school,1047,2016,male,,0.873,0.885,,,St. Coletta Special Education PCS
8,school,1047,2016,mu7,,0.9,0.9,,,St. Coletta Special Education PCS
9,school,1047,2016,sped,,0.87,0.879,,,St. Coletta Special Education PCS
10,school,1047,2016,wh7,,0.889,0.879,,,St. Coletta Special Education PCS
1,school,0159,2016,wh7,,0.96,0.961,,,Elsie Whitlow Stokes Community Freedom PCS
2,school,0159,2016,sped,,0.95,0.926,,,Elsie Whitlow Stokes Community Freedom PCS
3,school,0159,2016,mu7,,0.97,0.953,,,Elsie Whitlow Stokes Community Freedom PCS
4,school,0159,2016,male,,0.957,0.934,,,Elsie Whitlow Stokes Community Freedom PCS
5,school,0159,2016,lep,,0.946,0.949,,,Elsie Whitlow Stokes Community Freedom PCS
6,school,0159,2016,hi7,,0.946,0.948,,,Elsie Whitlow Stokes Community Freedom PCS
7,school,0159,2016,female,,0.953,0.936,,,Elsie Whitlow Stokes Community Freedom PCS
8,school,0159,2016,economy,,0.947,0.929,,,Elsie Whitlow Stokes Community Freedom PCS
9,school,0159,2016,bl7,,0.955,0.926,,,Elsie Whitlow Stokes Community Freedom PCS
10,school,0159,2016,all,,0.955,0.935,,,Elsie Whitlow Stokes Community Freedom PCS
1,school,0168,2016,sped,,0.594,0.577,,,The Next Step El Proximo Paso PCS
2,school,0168,2016,male,,0.742,0.707,,,The Next Step El Proximo Paso PCS
3,school,0168,2016,lep,,0.743,0.744,,,The Next Step El Proximo Paso PCS
4,school,0168,2016,hi7,,0.733,0.724,,,The Next Step El Proximo Paso PCS
5,school,0168,2016,female,,0.709,0.705,,,The Next Step El Proximo Paso PCS
6,school,0168,2016,bl7,,0.7,0.669,,,The Next Step El Proximo Paso PCS
7,school,0168,2016,all,,0.729,0.706,,,The Next Step El Proximo Paso PCS
1,school,0191,2016,sped,,0.927,0.767,,,Thurgood Marshall Academy PCS
2,school,0191,2016,male,,0.94,0.826,,,Thurgood Marshall Academy PCS
3,school,0191,2016,female,,0.934,0.837,,,Thurgood Marshall Academy PCS
4,school,0191,2016,economy,,0.93,0.819,,,Thurgood Marshall Academy PCS
5,school,0191,2016,bl7,,0.937,0.823,,,Thurgood Marshall Academy PCS
6,school,0191,2016,all,,0.937,0.832,,,Thurgood Marshall Academy PCS
1,school,0198,2016,wh7,,0.952,0.96,,,Two Rivers PCS 4th St
2,school,0198,2016,sped,,0.921,0.921,,,Two Rivers PCS 4th St
3,school,0198,2016,mu7,,0.918,0.952,,,Two Rivers PCS 4th St
4,school,0198,2016,male,,0.933,0.933,,,Two Rivers PCS 4th St
5,school,0198,2016,lep,,0.955,0.948,,,Two Rivers PCS 4th St
6,school,0198,2016,hi7,,0.953,0.947,,,Two Rivers PCS 4th St
7,school,0198,2016,female,,0.94,0.935,,,Two Rivers PCS 4th St
8,school,0198,2016,economy,,0.924,0.928,,,Two Rivers PCS 4th St
9,school,0198,2016,bl7,,0.928,0.925,,,Two Rivers PCS 4th St
10,school,0198,2016,all,,0.936,0.934,,,Two Rivers PCS 4th St
1,school,0270,2016,wh7,,0.942,0.957,,,Two Rivers PCS Young
2,school,0270,2016,sped,,0.878,0.918,,,Two Rivers PCS Young
3,school,0270,2016,mu7,,0.951,0.95,,,Two Rivers PCS Young
4,school,0270,2016,male,,0.922,0.926,,,Two Rivers PCS Young
5,school,0270,2016,hi7,,0.909,0.938,,,Two Rivers PCS Young
6,school,0270,2016,female,,0.928,0.927,,,Two Rivers PCS Young
7,school,0270,2016,economy,,0.904,0.919,,,Two Rivers PCS Young
8,school,0270,2016,bl7,,0.917,0.916,,,Two Rivers PCS Young
9,school,0270,2016,all,,0.925,0.926,,,Two Rivers PCS Young
1,school,1118,2016,wh7,,0.956,0.908,,,Washington Latin PCS Upper School
2,school,1118,2016,sped,,0.952,0.767,,,Washington Latin PCS Upper School
3,school,1118,2016,male,,0.946,0.826,,,Washington Latin PCS Upper School
4,school,1118,2016,hi7,,0.927,0.831,,,Washington Latin PCS Upper School
5,school,1118,2016,female,,0.946,0.837,,,Washington Latin PCS Upper School
6,school,1118,2016,economy,,0.93,0.819,,,Washington Latin PCS Upper School
7,school,1118,2016,bl7,,0.95,0.823,,,Washington Latin PCS Upper School
8,school,1118,2016,as7,,0.854,0.906,,,Washington Latin PCS Upper School
9,school,1118,2016,all,,0.946,0.832,,,Washington Latin PCS Upper School
1,school,0125,2016,wh7,,0.97,0.96,,,Washington Latin PCS Middle School
2,school,0125,2016,sped,,0.96,0.915,,,Washington Latin PCS Middle School
3,school,0125,2016,mu7,,0.957,0.949,,,Washington Latin PCS Middle School
4,school,0125,2016,male,,0.969,0.933,,,Washington Latin PCS Middle School
5,school,0125,2016,hi7,,0.96,0.947,,,Washington Latin PCS Middle School
6,school,0125,2016,female,,0.968,0.936,,,Washington Latin PCS Middle School
7,school,0125,2016,economy,,0.968,0.928,,,Washington Latin PCS Middle School
8,school,0125,2016,bl7,,0.969,0.928,,,Washington Latin PCS Middle School
9,school,0125,2016,as7,,0.971,0.965,,,Washington Latin PCS Middle School
10,school,0125,2016,all,,0.968,0.935,,,Washington Latin PCS Middle School
1,school,0178,2016,sped,,0.887,0.767,,,Washington Mathematics Science Technology PCHS
2,school,0178,2016,male,,0.911,0.826,,,Washington Mathematics Science Technology PCHS
3,school,0178,2016,female,,0.911,0.837,,,Washington Mathematics Science Technology PCHS
4,school,0178,2016,economy,,0.91,0.819,,,Washington Mathematics Science Technology PCHS
5,school,0178,2016,bl7,,0.91,0.823,,,Washington Mathematics Science Technology PCHS
6,school,0178,2016,all,,0.911,0.832,,,Washington Mathematics Science Technology PCHS
1,school,0210,2016,all,,0.905,0.934,,,City Arts & Prep PCS
2,school,0210,2016,bl7,,0.904,0.925,,,City Arts & Prep PCS
3,school,0210,2016,economy,,0.905,0.928,,,City Arts & Prep PCS
4,school,0210,2016,female,,0.905,0.935,,,City Arts & Prep PCS
5,school,0210,2016,hi7,,0.936,0.947,,,City Arts & Prep PCS
6,school,0210,2016,lep,,0.937,0.948,,,City Arts & Prep PCS
7,school,0210,2016,male,,0.906,0.933,,,City Arts & Prep PCS
8,school,0210,2016,sped,,0.893,0.921,,,City Arts & Prep PCS
1,school,1100,2016,sped,,0.911,0.919,,,Achievement Preparatory Academy PCS Wahler Place Middle School
2,school,1100,2016,male,,0.929,0.936,,,Achievement Preparatory Academy PCS Wahler Place Middle School
3,school,1100,2016,female,,0.941,0.938,,,Achievement Preparatory Academy PCS Wahler Place Middle School
4,school,1100,2016,economy,,0.93,0.931,,,Achievement Preparatory Academy PCS Wahler Place Middle School
5,school,1100,2016,bl7,,0.935,0.93,,,Achievement Preparatory Academy PCS Wahler Place Middle School
6,school,1100,2016,all,,0.935,0.937,,,Achievement Preparatory Academy PCS Wahler Place Middle School
1,school,0217,2016,sped,,0.878,0.929,,,Achievement Preparatory Academy PCS Wahler Place Elementary School
2,school,0217,2016,male,,0.906,0.938,,,Achievement Preparatory Academy PCS Wahler Place Elementary School
3,school,0217,2016,female,,0.916,0.941,,,Achievement Preparatory Academy PCS Wahler Place Elementary School
4,school,0217,2016,economy,,0.91,0.934,,,Achievement Preparatory Academy PCS Wahler Place Elementary School
5,school,0217,2016,bl7,,0.911,0.931,,,Achievement Preparatory Academy PCS Wahler Place Elementary School
6,school,0217,2016,all,,0.91,0.94,,,Achievement Preparatory Academy PCS Wahler Place Elementary School
1,school,1103,2016,sped,,0.97,0.922,,,Center City PCS Brightwood
2,school,1103,2016,male,,0.976,0.935,,,Center City PCS Brightwood
3,school,1103,2016,lep,,0.978,0.95,,,Center City PCS Brightwood
4,school,1103,2016,hi7,,0.976,0.949,,,Center City PCS Brightwood
5,school,1103,2016,female,,0.981,0.937,,,Center City PCS Brightwood
6,school,1103,2016,economy,,0.979,0.93,,,Center City PCS Brightwood
7,school,1103,2016,bl7,,0.982,0.928,,,Center City PCS Brightwood
8,school,1103,2016,am7,,0.971,0.938,,,Center City PCS Brightwood
9,school,1103,2016,all,,0.978,0.936,,,Center City PCS Brightwood
1,school,1104,2016,sped,,0.914,0.922,,,Center City PCS Capitol Hill
2,school,1104,2016,male,,0.909,0.935,,,Center City PCS Capitol Hill
3,school,1104,2016,female,,0.902,0.937,,,Center City PCS Capitol Hill
4,school,1104,2016,economy,,0.893,0.93,,,Center City PCS Capitol Hill
5,school,1104,2016,bl7,,0.907,0.928,,,Center City PCS Capitol Hill
6,school,1104,2016,all,,0.905,0.936,,,Center City PCS Capitol Hill
1,school,1105,2016,sped,,0.912,0.922,,,Center City PCS Congress Heights
2,school,1105,2016,male,,0.931,0.935,,,Center City PCS Congress Heights
3,school,1105,2016,female,,0.927,0.937,,,Center City PCS Congress Heights
4,school,1105,2016,economy,,0.929,0.93,,,Center City PCS Congress Heights
5,school,1105,2016,bl7,,0.929,0.928,,,Center City PCS Congress Heights
6,school,1105,2016,all,,0.929,0.936,,,Center City PCS Congress Heights
1,school,1106,2016,sped,,0.925,0.922,,,Center City PCS Petworth
2,school,1106,2016,male,,0.945,0.935,,,Center City PCS Petworth
3,school,1106,2016,lep,,0.955,0.95,,,Center City PCS Petworth
4,school,1106,2016,hi7,,0.947,0.949,,,Center City PCS Petworth
5,school,1106,2016,female,,0.947,0.937,,,Center City PCS Petworth
6,school,1106,2016,economy,,0.947,0.93,,,Center City PCS Petworth
7,school,1106,2016,bl7,,0.944,0.928,,,Center City PCS Petworth
8,school,1106,2016,all,,0.946,0.936,,,Center City PCS Petworth
1,school,1107,2016,sped,,0.958,0.922,,,Center City PCS Shaw
2,school,1107,2016,male,,0.935,0.935,,,Center City PCS Shaw
3,school,1107,2016,lep,,0.959,0.95,,,Center City PCS Shaw
4,school,1107,2016,hi7,,0.961,0.949,,,Center City PCS Shaw
5,school,1107,2016,female,,0.935,0.937,,,Center City PCS Shaw
6,school,1107,2016,economy,,0.936,0.93,,,Center City PCS Shaw
7,school,1107,2016,bl7,,0.923,0.928,,,Center City PCS Shaw
8,school,1107,2016,all,,0.935,0.936,,,Center City PCS Shaw
1,school,1108,2016,sped,,0.894,0.922,,,Center City PCS Trinidad
2,school,1108,2016,male,,0.899,0.935,,,Center City PCS Trinidad
3,school,1108,2016,female,,0.908,0.937,,,Center City PCS Trinidad
4,school,1108,2016,economy,,0.903,0.93,,,Center City PCS Trinidad
5,school,1108,2016,bl7,,0.902,0.928,,,Center City PCS Trinidad
6,school,1108,2016,all,,0.903,0.936,,,Center City PCS Trinidad
1,school,1113,2016,sped,,0.91,0.924,,,Excel Academy PCS
2,school,1113,2016,female,,0.903,0.936,,,Excel Academy PCS
3,school,1113,2016,economy,,0.903,0.929,,,Excel Academy PCS
4,school,1113,2016,bl7,,0.903,0.926,,,Excel Academy PCS
5,school,1113,2016,all,,0.903,0.935,,,Excel Academy PCS
1,school,1117,2016,wh7,,0.964,0.961,,,Washington Yu Ying PCS
2,school,1117,2016,sped,,0.964,0.926,,,Washington Yu Ying PCS
3,school,1117,2016,mu7,,0.957,0.953,,,Washington Yu Ying PCS
4,school,1117,2016,male,,0.962,0.934,,,Washington Yu Ying PCS
5,school,1117,2016,lep,,0.964,0.949,,,Washington Yu Ying PCS
6,school,1117,2016,hi7,,0.964,0.948,,,Washington Yu Ying PCS
7,school,1117,2016,female,,0.961,0.936,,,Washington Yu Ying PCS
8,school,1117,2016,economy,,0.952,0.929,,,Washington Yu Ying PCS
9,school,1117,2016,bl7,,0.96,0.926,,,Washington Yu Ying PCS
10,school,1117,2016,as7,,0.963,0.962,,,Washington Yu Ying PCS
11,school,1117,2016,all,,0.962,0.935,,,Washington Yu Ying PCS
1,school,1119,2016,wh7,,0.754,0.721,,,Carlos Rosario International PCS
2,school,1119,2016,male,,0.732,0.707,,,Carlos Rosario International PCS
3,school,1119,2016,lep,,0.761,0.744,,,Carlos Rosario International PCS
4,school,1119,2016,hi7,,0.733,0.724,,,Carlos Rosario International PCS
5,school,1119,2016,female,,0.745,0.705,,,Carlos Rosario International PCS
6,school,1119,2016,bl7,,0.754,0.669,,,Carlos Rosario International PCS
7,school,1119,2016,as7,,0.768,0.762,,,Carlos Rosario International PCS
8,school,1119,2016,all,,0.737,0.706,,,Carlos Rosario International PCS
1,school,1120,2016,sped,,0.785,0.767,,,National Collegiate Preparatory PCHS
2,school,1120,2016,male,,0.848,0.826,,,National Collegiate Preparatory PCHS
3,school,1120,2016,female,,0.861,0.837,,,National Collegiate Preparatory PCHS
4,school,1120,2016,economy,,0.854,0.819,,,National Collegiate Preparatory PCHS
5,school,1120,2016,bl7,,0.854,0.823,,,National Collegiate Preparatory PCHS
6,school,1120,2016,all,,0.854,0.832,,,National Collegiate Preparatory PCHS
1,school,3064,2016,wh7,,0.955,0.961,,,Inspired Teaching Demonstration PCS
2,school,3064,2016,sped,,0.936,0.924,,,Inspired Teaching Demonstration PCS
3,school,3064,2016,mu7,,0.951,0.953,,,Inspired Teaching Demonstration PCS
4,school,3064,2016,male,,0.948,0.933,,,Inspired Teaching Demonstration PCS
5,school,3064,2016,lep,,0.933,0.948,,,Inspired Teaching Demonstration PCS
6,school,3064,2016,hi7,,0.942,0.948,,,Inspired Teaching Demonstration PCS
7,school,3064,2016,female,,0.948,0.936,,,Inspired Teaching Demonstration PCS
8,school,3064,2016,economy,,0.921,0.929,,,Inspired Teaching Demonstration PCS
9,school,3064,2016,bl7,,0.942,0.926,,,Inspired Teaching Demonstration PCS
10,school,3064,2016,as7,,0.938,0.962,,,Inspired Teaching Demonstration PCS
11,school,3064,2016,all,,0.948,0.935,,,Inspired Teaching Demonstration PCS
1,school,3066,2016,wh7,,0.949,0.961,,,Shining Stars Montessori Academy PCS
2,school,3066,2016,sped,,0.926,0.925,,,Shining Stars Montessori Academy PCS
3,school,3066,2016,mu7,,0.958,0.953,,,Shining Stars Montessori Academy PCS
4,school,3066,2016,male,,0.943,0.933,,,Shining Stars Montessori Academy PCS
5,school,3066,2016,lep,,0.961,0.948,,,Shining Stars Montessori Academy PCS
6,school,3066,2016,hi7,,0.944,0.947,,,Shining Stars Montessori Academy PCS
7,school,3066,2016,female,,0.939,0.935,,,Shining Stars Montessori Academy PCS
8,school,3066,2016,economy,,0.924,0.927,,,Shining Stars Montessori Academy PCS
9,school,3066,2016,bl7,,0.933,0.924,,,Shining Stars Montessori Academy PCS
10,school,3066,2016,all,,0.941,0.934,,,Shining Stars Montessori Academy PCS
1,school,3067,2016,sped,,0.862,0.795,,,Richard Wright PCS for Journalism and Media Arts
2,school,3067,2016,male,,0.903,0.846,,,Richard Wright PCS for Journalism and Media Arts
3,school,3067,2016,female,,0.89,0.854,,,Richard Wright PCS for Journalism and Media Arts
4,school,3067,2016,economy,,0.896,0.837,,,Richard Wright PCS for Journalism and Media Arts
5,school,3067,2016,bl7,,0.897,0.841,,,Richard Wright PCS for Journalism and Media Arts
6,school,3067,2016,all,,0.896,0.85,,,Richard Wright PCS for Journalism and Media Arts
1,school,3068,2016,wh7,,0.961,0.946,,,BASIS DC PCS
2,school,3068,2016,sped,,0.959,0.851,,,BASIS DC PCS
3,school,3068,2016,mu7,,0.96,0.936,,,BASIS DC PCS
4,school,3068,2016,male,,0.963,0.888,,,BASIS DC PCS
5,school,3068,2016,hi7,,0.959,0.896,,,BASIS DC PCS
6,school,3068,2016,female,,0.959,0.896,,,BASIS DC PCS
7,school,3068,2016,economy,,0.951,0.881,,,BASIS DC PCS
8,school,3068,2016,bl7,,0.959,0.883,,,BASIS DC PCS
9,school,3068,2016,as7,,0.978,0.945,,,BASIS DC PCS
10,school,3068,2016,all,,0.961,0.892,,,BASIS DC PCS
1,school,3069,2016,wh7,,0.952,0.961,,,Creative Minds International PCS
2,school,3069,2016,sped,,0.943,0.926,,,Creative Minds International PCS
3,school,3069,2016,male,,0.944,0.934,,,Creative Minds International PCS
4,school,3069,2016,lep,,0.956,0.949,,,Creative Minds International PCS
5,school,3069,2016,hi7,,0.939,0.948,,,Creative Minds International PCS
6,school,3069,2016,female,,0.946,0.936,,,Creative Minds International PCS
7,school,3069,2016,economy,,0.932,0.929,,,Creative Minds International PCS
8,school,3069,2016,bl7,,0.938,0.926,,,Creative Minds International PCS
9,school,3069,2016,as7,,0.949,0.962,,,Creative Minds International PCS
10,school,3069,2016,all,,0.945,0.935,,,Creative Minds International PCS
1,school,3070,2016,sped,,0.934,0.925,,,DC Scholars PCS
2,school,3070,2016,male,,0.938,0.934,,,DC Scholars PCS
3,school,3070,2016,female,,0.942,0.936,,,DC Scholars PCS
4,school,3070,2016,economy,,0.94,0.929,,,DC Scholars PCS
5,school,3070,2016,bl7,,0.94,0.926,,,DC Scholars PCS
6,school,3070,2016,all,,0.94,0.935,,,DC Scholars PCS
1,school,3065,2016,wh7,,0.943,0.961,,,Mundo Verde Bilingual PCS
2,school,3065,2016,sped,,0.926,0.925,,,Mundo Verde Bilingual PCS
3,school,3065,2016,mu7,,0.933,0.953,,,Mundo Verde Bilingual PCS
4,school,3065,2016,male,,0.941,0.933,,,Mundo Verde Bilingual PCS
5,school,3065,2016,lep,,0.943,0.948,,,Mundo Verde Bilingual PCS
6,school,3065,2016,hi7,,0.937,0.947,,,Mundo Verde Bilingual PCS
7,school,3065,2016,female,,0.938,0.935,,,Mundo Verde Bilingual PCS
8,school,3065,2016,economy,,0.931,0.927,,,Mundo Verde Bilingual PCS
9,school,3065,2016,bl7,,0.942,0.924,,,Mundo Verde Bilingual PCS
10,school,3065,2016,as7,,0.955,0.96,,,Mundo Verde Bilingual PCS
11,school,3065,2016,all,,0.94,0.934,,,Mundo Verde Bilingual PCS
1,school,0104,2016,sped,,0.48,0.577,,,LAYC Career Academy PCS
2,school,0104,2016,male,,0.583,0.707,,,LAYC Career Academy PCS
3,school,0104,2016,lep,,0.706,0.744,,,LAYC Career Academy PCS
4,school,0104,2016,hi7,,0.63,0.724,,,LAYC Career Academy PCS
5,school,0104,2016,female,,0.565,0.705,,,LAYC Career Academy PCS
6,school,0104,2016,bl7,,0.504,0.669,,,LAYC Career Academy PCS
7,school,0104,2016,all,,0.575,0.706,,,LAYC Career Academy PCS
1,school,0200,2016,sped,,0.882,0.921,,,Ingenuity Prep PCS
2,school,0200,2016,male,,0.886,0.928,,,Ingenuity Prep PCS
3,school,0200,2016,female,,0.898,0.931,,,Ingenuity Prep PCS
4,school,0200,2016,economy,,0.892,0.923,,,Ingenuity Prep PCS
5,school,0200,2016,bl7,,0.892,0.92,,,Ingenuity Prep PCS
6,school,0200,2016,all,,0.892,0.929,,,Ingenuity Prep PCS
1,school,0197,2016,wh7,,0.93,0.959,,,Sela PCS
2,school,0197,2016,sped,,0.944,0.921,,,Sela PCS
3,school,0197,2016,male,,0.916,0.928,,,Sela PCS
4,school,0197,2016,lep,,0.905,0.945,,,Sela PCS
5,school,0197,2016,hi7,,0.925,0.942,,,Sela PCS
6,school,0197,2016,female,,0.927,0.931,,,Sela PCS
7,school,0197,2016,economy,,0.917,0.923,,,Sela PCS
8,school,0197,2016,bl7,,0.922,0.92,,,Sela PCS
9,school,0197,2016,all,,0.922,0.929,,,Sela PCS
1,school,0187,2016,sped,,0.912,0.845,,,Somerset Preparatory Academy PCS
2,school,0187,2016,male,,0.909,0.883,,,Somerset Preparatory Academy PCS
